season,title,author,performances
1790-1791,Barbier de Séville ou la Précaution inutile (Le),Beaumarchais (Pierre-Augustin Caron de),8
1769-1770,Deux amis ou le Négociant de Lyon (Les),Beaumarchais (Pierre-Augustin Caron de),12
1782-1783,Deux amis ou le Négociant de Lyon (Les),Beaumarchais (Pierre-Augustin Caron de),2
1766-1767,Eugénie,Beaumarchais (Pierre-Augustin Caron de),7
1767-1768,Eugénie,Beaumarchais (Pierre-Augustin Caron de),16
1770-1771,Eugénie,Beaumarchais (Pierre-Augustin Caron de),3
1771-1772,Eugénie,Beaumarchais (Pierre-Augustin Caron de),3
1772-1773,Eugénie,Beaumarchais (Pierre-Augustin Caron de),3
1773-1774,Eugénie,Beaumarchais (Pierre-Augustin Caron de),3
1774-1775,Eugénie,Beaumarchais (Pierre-Augustin Caron de),1
1775-1776,Eugénie,Beaumarchais (Pierre-Augustin Caron de),5
1776-1777,Eugénie,Beaumarchais (Pierre-Augustin Caron de),2
1777-1778,Eugénie,Beaumarchais (Pierre-Augustin Caron de),4
1778-1779,Eugénie,Beaumarchais (Pierre-Augustin Caron de),4
1779-1780,Eugénie,Beaumarchais (Pierre-Augustin Caron de),5
1780-1781,Eugénie,Beaumarchais (Pierre-Augustin Caron de),1
1781-1782,Eugénie,Beaumarchais (Pierre-Augustin Caron de),3
1782-1783,Eugénie,Beaumarchais (Pierre-Augustin Caron de),3
1783-1784,Eugénie,Beaumarchais (Pierre-Augustin Caron de),2
1784-1785,Eugénie,Beaumarchais (Pierre-Augustin Caron de),1
1785-1786,Eugénie,Beaumarchais (Pierre-Augustin Caron de),7
1786-1787,Eugénie,Beaumarchais (Pierre-Augustin Caron de),4
1787-1788,Eugénie,Beaumarchais (Pierre-Augustin Caron de),6
1788-1789,Eugénie,Beaumarchais (Pierre-Augustin Caron de),7
1789-1790,Eugénie,Beaumarchais (Pierre-Augustin Caron de),2
1790-1791,Eugénie,Beaumarchais (Pierre-Augustin Caron de),4
1784-1785,Mariage de Figaro ou la Folle journée (Le),Beaumarchais (Pierre-Augustin Caron de),72
1785-1786,Mariage de Figaro ou la Folle journée (Le),Beaumarchais (Pierre-Augustin Caron de),9
1786-1787,Mariage de Figaro ou la Folle journée (Le),Beaumarchais (Pierre-Augustin Caron de),11
1787-1788,Mariage de Figaro ou la Folle journée (Le),Beaumarchais (Pierre-Augustin Caron de),7
1788-1789,Mariage de Figaro ou la Folle journée (Le),Beaumarchais (Pierre-Augustin Caron de),7
1789-1790,Mariage de Figaro ou la Folle journée (Le),Beaumarchais (Pierre-Augustin Caron de),4
1683-1684,Docteur extravagant (Le),Beauregard,4
1684-1685,Docteur extravagant (Le),Beauregard,1
1698-1699,Mort d'Othon (La),Belin (François),3
1704-1705,Mustapha et Zéangir,Belin (François),16
1705-1706,Mustapha et Zéangir,Belin (François),5
1700-1701,"Vononez, roi des Parthes",Belin (François),4
1761-1762,Fausses apparences (Les),Bellecour,3
1777-1778,Gabrielle de Vergy,Belloy (Pierre Laurent de),13
1778-1779,Gabrielle de Vergy,Belloy (Pierre Laurent de),5
1779-1780,Gabrielle de Vergy,Belloy (Pierre Laurent de),6
1780-1781,Gabrielle de Vergy,Belloy (Pierre Laurent de),3
1781-1782,Gabrielle de Vergy,Belloy (Pierre Laurent de),3
1782-1783,Gabrielle de Vergy,Belloy (Pierre Laurent de),4
1783-1784,Gabrielle de Vergy,Belloy (Pierre Laurent de),4
1784-1785,Gabrielle de Vergy,Belloy (Pierre Laurent de),3
1785-1786,Gabrielle de Vergy,Belloy (Pierre Laurent de),3
1786-1787,Gabrielle de Vergy,Belloy (Pierre Laurent de),3
1787-1788,Gabrielle de Vergy,Belloy (Pierre Laurent de),1
1788-1789,Gabrielle de Vergy,Belloy (Pierre Laurent de),2
1789-1790,Gabrielle de Vergy,Belloy (Pierre Laurent de),2
1790-1791,Gabrielle de Vergy,Belloy (Pierre Laurent de),2
1791-1792,Gabrielle de Vergy,Belloy (Pierre Laurent de),3
1792-1793,Gabrielle de Vergy,Belloy (Pierre Laurent de),2
1771-1772,Gaston et Bayard,Belloy (Pierre Laurent de),20
1774-1775,Gaston et Bayard,Belloy (Pierre Laurent de),1
1777-1778,Gaston et Bayard,Belloy (Pierre Laurent de),6
1778-1779,Gaston et Bayard,Belloy (Pierre Laurent de),6
1779-1780,Gaston et Bayard,Belloy (Pierre Laurent de),4
1780-1781,Gaston et Bayard,Belloy (Pierre Laurent de),2
1781-1782,Gaston et Bayard,Belloy (Pierre Laurent de),5
1782-1783,Gaston et Bayard,Belloy (Pierre Laurent de),6
1783-1784,Gaston et Bayard,Belloy (Pierre Laurent de),2
1784-1785,Gaston et Bayard,Belloy (Pierre Laurent de),2
1785-1786,Gaston et Bayard,Belloy (Pierre Laurent de),2
1786-1787,Gaston et Bayard,Belloy (Pierre Laurent de),4
1787-1788,Gaston et Bayard,Belloy (Pierre Laurent de),2
1788-1789,Gaston et Bayard,Belloy (Pierre Laurent de),6
1789-1790,Gaston et Bayard,Belloy (Pierre Laurent de),5
1790-1791,Gaston et Bayard,Belloy (Pierre Laurent de),4
1791-1792,Gaston et Bayard,Belloy (Pierre Laurent de),3
1792-1793,Gaston et Bayard,Belloy (Pierre Laurent de),1
1772-1773,Pierre le cruel,Belloy (Pierre Laurent de),1
1780-1781,Pierre le cruel,Belloy (Pierre Laurent de),10
1781-1782,Pierre le cruel,Belloy (Pierre Laurent de),4
1782-1783,Pierre le cruel,Belloy (Pierre Laurent de),2
1783-1784,Pierre le cruel,Belloy (Pierre Laurent de),2
1784-1785,Pierre le cruel,Belloy (Pierre Laurent de),2
1785-1786,Pierre le cruel,Belloy (Pierre Laurent de),2
1786-1787,Pierre le cruel,Belloy (Pierre Laurent de),2
1789-1790,Pierre le cruel,Belloy (Pierre Laurent de),1
1790-1791,Pierre le cruel,Belloy (Pierre Laurent de),1
1764-1765,Siège de Calais (Le),Belloy (Pierre Laurent de),18
1768-1769,Siège de Calais (Le),Belloy (Pierre Laurent de),4
1769-1770,Siège de Calais (Le),Belloy (Pierre Laurent de),6
1773-1774,Siège de Calais (Le),Belloy (Pierre Laurent de),3
1774-1775,Siège de Calais (Le),Belloy (Pierre Laurent de),3
1777-1778,Siège de Calais (Le),Belloy (Pierre Laurent de),2
1778-1779,Siège de Calais (Le),Belloy (Pierre Laurent de),3
1779-1780,Siège de Calais (Le),Belloy (Pierre Laurent de),1
1780-1781,Siège de Calais (Le),Belloy (Pierre Laurent de),3
1781-1782,Siège de Calais (Le),Belloy (Pierre Laurent de),2
1782-1783,Siège de Calais (Le),Belloy (Pierre Laurent de),2
1784-1785,Siège de Calais (Le),Belloy (Pierre Laurent de),3
1789-1790,Siège de Calais (Le),Belloy (Pierre Laurent de),8
1790-1791,Siège de Calais (Le),Belloy (Pierre Laurent de),1
1758-1759,Titus,Belloy (Pierre Laurent de),1
1762-1763,Zelmire,Belloy (Pierre Laurent de),24
1763-1764,Zelmire,Belloy (Pierre Laurent de),6
1764-1765,Zelmire,Belloy (Pierre Laurent de),4
1776-1777,Zelmire,Belloy (Pierre Laurent de),4
1779-1780,Zelmire,Belloy (Pierre Laurent de),4
1780-1781,Zelmire,Belloy (Pierre Laurent de),2
1781-1782,Zelmire,Belloy (Pierre Laurent de),4
1782-1783,Zelmire,Belloy (Pierre Laurent de),2
1783-1784,Zelmire,Belloy (Pierre Laurent de),3
1784-1785,Zelmire,Belloy (Pierre Laurent de),4
1785-1786,Zelmire,Belloy (Pierre Laurent de),3
1786-1787,Zelmire,Belloy (Pierre Laurent de),3
1787-1788,Zelmire,Belloy (Pierre Laurent de),3
1788-1789,Zelmire,Belloy (Pierre Laurent de),3
1789-1790,Zelmire,Belloy (Pierre Laurent de),1
1790-1791,Zelmire,Belloy (Pierre Laurent de),1
1690-1691,Brutus,Bernard (Catherine),25
1691-1692,Brutus,Bernard (Catherine),2
1692-1693,Brutus,Bernard (Catherine),3
1693-1694,Brutus,Bernard (Catherine),1
1695-1696,Brutus,Bernard (Catherine),2
1696-1697,Brutus,Bernard (Catherine),3
1697-1698,Brutus,Bernard (Catherine),3
1698-1699,Brutus,Bernard (Catherine),3
1699-1700,Brutus,Bernard (Catherine),1
1688-1689,"Laodamie, reine d'Epire",Bernard (Catherine),17
1689-1690,"Laodamie, reine d'Epire",Bernard (Catherine),6
1690-1691,"Laodamie, reine d'Epire",Bernard (Catherine),2
1691-1692,"Laodamie, reine d'Epire",Bernard (Catherine),1
1746-1747,Amour et les Fées (L'),"Bernis (François-Joachim de Pierres, cardinal de)",3
1767-1768,Hirza ou les Illinois,Billardon de Sauvigny (Edme-Louis),17
1770-1771,Hirza ou les Illinois,Billardon de Sauvigny (Edme-Louis),7
1779-1780,Hirza ou les Illinois,Billardon de Sauvigny (Edme-Louis),3
1791-1792,Hirza ou les Illinois,Billardon de Sauvigny (Edme-Louis),2
1763-1764,Mort de Socrate (La),Billardon de Sauvigny (Edme-Louis),9
1770-1771,Persifleur (Le),Billardon de Sauvigny (Edme-Louis),11
1791-1792,Washington ou la Liberté du Nouveau monde,Billardon de Sauvigny (Edme-Louis),2
1787-1788,Réputations (Les),"Bièvre (François-Georges Maréchal, marquis de)",2
1788-1789,Réputations (Les),"Bièvre (François-Georges Maréchal, marquis de)",2
1783-1784,Séducteur (Le),"Bièvre (François-Georges Maréchal, marquis de)",14
1784-1785,Séducteur (Le),"Bièvre (François-Georges Maréchal, marquis de)",4
1785-1786,Séducteur (Le),"Bièvre (François-Georges Maréchal, marquis de)",1
1786-1787,Séducteur (Le),"Bièvre (François-Georges Maréchal, marquis de)",3
1788-1789,Séducteur (Le),"Bièvre (François-Georges Maréchal, marquis de)",4
1789-1790,Séducteur (Le),"Bièvre (François-Georges Maréchal, marquis de)",1
1790-1791,Séducteur (Le),"Bièvre (François-Georges Maréchal, marquis de)",2
1791-1792,Séducteur (Le),"Bièvre (François-Georges Maréchal, marquis de)",4
1773-1774,Orphanis,Blin de Sainmore (Adrien-Michel-Hyacinthe),13
1776-1777,Orphanis,Blin de Sainmore (Adrien-Michel-Hyacinthe),1
1780-1781,Orphanis,Blin de Sainmore (Adrien-Michel-Hyacinthe),4
1781-1782,Orphanis,Blin de Sainmore (Adrien-Michel-Hyacinthe),1
1788-1789,Orphanis,Blin de Sainmore (Adrien-Michel-Hyacinthe),1
1702-1703,Bal d'Auteuil (Le),Boindin (Nicolas),10
1704-1705,Port de mer (Le),Boindin (Nicolas),24
1705-1706,Port de mer (Le),Boindin (Nicolas),5
1706-1707,Port de mer (Le),Boindin (Nicolas),6
1707-1708,Port de mer (Le),Boindin (Nicolas),1
1708-1709,Port de mer (Le),Boindin (Nicolas),9
1709-1710,Port de mer (Le),Boindin (Nicolas),4
1710-1711,Port de mer (Le),Boindin (Nicolas),2
1711-1712,Port de mer (Le),Boindin (Nicolas),3
1712-1713,Port de mer (Le),Boindin (Nicolas),2
1713-1714,Port de mer (Le),Boindin (Nicolas),2
1717-1718,Port de mer (Le),Boindin (Nicolas),13
1719-1720,Port de mer (Le),Boindin (Nicolas),8
1721-1722,Port de mer (Le),Boindin (Nicolas),2
1726-1727,Port de mer (Le),Boindin (Nicolas),6
1728-1729,Port de mer (Le),Boindin (Nicolas),5
1731-1732,Port de mer (Le),Boindin (Nicolas),8
1733-1734,Port de mer (Le),Boindin (Nicolas),6
1734-1735,Port de mer (Le),Boindin (Nicolas),2
1736-1737,Port de mer (Le),Boindin (Nicolas),3
1743-1744,Port de mer (Le),Boindin (Nicolas),2
1744-1745,Port de mer (Le),Boindin (Nicolas),1
1745-1746,Port de mer (Le),Boindin (Nicolas),5
1746-1747,Port de mer (Le),Boindin (Nicolas),2
1750-1751,Port de mer (Le),Boindin (Nicolas),13
1752-1753,Port de mer (Le),Boindin (Nicolas),1
1753-1754,Port de mer (Le),Boindin (Nicolas),6
1754-1755,Port de mer (Le),Boindin (Nicolas),5
1755-1756,Port de mer (Le),Boindin (Nicolas),9
1756-1757,Port de mer (Le),Boindin (Nicolas),5
1757-1758,Port de mer (Le),Boindin (Nicolas),2
1758-1759,Port de mer (Le),Boindin (Nicolas),1
1759-1760,Port de mer (Le),Boindin (Nicolas),5
1760-1761,Port de mer (Le),Boindin (Nicolas),4
1761-1762,Port de mer (Le),Boindin (Nicolas),3
1766-1767,Port de mer (Le),Boindin (Nicolas),10
1767-1768,Port de mer (Le),Boindin (Nicolas),1
1772-1773,Port de mer (Le),Boindin (Nicolas),5
1775-1776,Port de mer (Le),Boindin (Nicolas),6
1777-1778,Port de mer (Le),Boindin (Nicolas),2
1778-1779,Port de mer (Le),Boindin (Nicolas),1
1779-1780,Port de mer (Le),Boindin (Nicolas),1
1782-1783,Port de mer (Le),Boindin (Nicolas),1
1783-1784,Port de mer (Le),Boindin (Nicolas),1
1784-1785,Port de mer (Le),Boindin (Nicolas),1
1786-1787,Port de mer (Le),Boindin (Nicolas),1
1701-1702,Trois Gascons (Les),Boindin (Nicolas) ; La Motte (Antoine Houdar de),8
1730-1731,Trois Gascons (Les),Boindin (Nicolas) ; La Motte (Antoine Houdar de),4
1750-1751,Trois Gascons (Les),Boindin (Nicolas) ; La Motte (Antoine Houdar de),3
1681-1682,Jalouse d'elle-même (La),Boisrobert (François Le Métel de),6
1682-1683,Jalouse d'elle-même (La),Boisrobert (François Le Métel de),2
1683-1684,Jalouse d'elle-même (La),Boisrobert (François Le Métel de),2
1683-1684,Vraie Didon ou la Didon chaste (La),Boisrobert (François Le Métel de),1
1726-1727,Admète et Alceste / La Mort d'Alceste (titre alt.),Boissy (Louis de),4
1727-1728,Admète et Alceste / La Mort d'Alceste (titre alt.),Boissy (Louis de),2
1721-1722,Amant de sa femme ou la Rivale d'elle-même (L'),Boissy (Louis de),8
1725-1726,Babillard (Le),Boissy (Louis de),15
1737-1738,Babillard (Le),Boissy (Louis de),2
1740-1741,Babillard (Le),Boissy (Louis de),3
1741-1742,Babillard (Le),Boissy (Louis de),2
1743-1744,Babillard (Le),Boissy (Louis de),1
1744-1745,Babillard (Le),Boissy (Louis de),1
1748-1749,Babillard (Le),Boissy (Louis de),4
1750-1751,Babillard (Le),Boissy (Louis de),4
1751-1752,Babillard (Le),Boissy (Louis de),2
1753-1754,Babillard (Le),Boissy (Louis de),2
1755-1756,Babillard (Le),Boissy (Louis de),4
1756-1757,Babillard (Le),Boissy (Louis de),4
1757-1758,Babillard (Le),Boissy (Louis de),3
1758-1759,Babillard (Le),Boissy (Louis de),3
1759-1760,Babillard (Le),Boissy (Louis de),6
1761-1762,Babillard (Le),Boissy (Louis de),4
1762-1763,Babillard (Le),Boissy (Louis de),5
1763-1764,Babillard (Le),Boissy (Louis de),4
1764-1765,Babillard (Le),Boissy (Louis de),3
1765-1766,Babillard (Le),Boissy (Louis de),5
1766-1767,Babillard (Le),Boissy (Louis de),5
1767-1768,Babillard (Le),Boissy (Louis de),2
1768-1769,Babillard (Le),Boissy (Louis de),3
1769-1770,Babillard (Le),Boissy (Louis de),6
1770-1771,Babillard (Le),Boissy (Louis de),3
1771-1772,Babillard (Le),Boissy (Louis de),2
1772-1773,Babillard (Le),Boissy (Louis de),1
1773-1774,Babillard (Le),Boissy (Louis de),1
1774-1775,Babillard (Le),Boissy (Louis de),1
1775-1776,Babillard (Le),Boissy (Louis de),5
1776-1777,Babillard (Le),Boissy (Louis de),7
1777-1778,Babillard (Le),Boissy (Louis de),4
1778-1779,Babillard (Le),Boissy (Louis de),3
1779-1780,Babillard (Le),Boissy (Louis de),2
1780-1781,Babillard (Le),Boissy (Louis de),1
1781-1782,Babillard (Le),Boissy (Louis de),2
1782-1783,Babillard (Le),Boissy (Louis de),2
1784-1785,Babillard (Le),Boissy (Louis de),3
1785-1786,Babillard (Le),Boissy (Louis de),2
1786-1787,Babillard (Le),Boissy (Louis de),1
1787-1788,Babillard (Le),Boissy (Louis de),1
1788-1789,Babillard (Le),Boissy (Louis de),2
1789-1790,Babillard (Le),Boissy (Louis de),4
1790-1791,Babillard (Le),Boissy (Louis de),3
1791-1792,Babillard (Le),Boissy (Louis de),5
1733-1734,Badinage (Le),Boissy (Louis de),7
1739-1740,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),1
1740-1741,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),4
1745-1746,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),5
1750-1751,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),3
1751-1752,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),2
1754-1755,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),2
1755-1756,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),3
1756-1757,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),6
1757-1758,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),4
1758-1759,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),4
1759-1760,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),3
1760-1761,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),4
1761-1762,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),2
1762-1763,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),2
1763-1764,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),4
1764-1765,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),6
1765-1766,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),4
1766-1767,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),6
1767-1768,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),4
1768-1769,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),2
1769-1770,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),2
1770-1771,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),3
1771-1772,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),3
1772-1773,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),4
1773-1774,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),4
1774-1775,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),2
1775-1776,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),2
1776-1777,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),7
1777-1778,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),2
1778-1779,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),4
1779-1780,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),2
1780-1781,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),3
1782-1783,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),3
1783-1784,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),1
1788-1789,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),5
1789-1790,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),1
1791-1792,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),2
1736-1737,Deux nièces (Les),Boissy (Louis de),10
1786-1787,Deux nièces (Les),Boissy (Louis de),2
1746-1747,Duc de Surrey (Le) ou Le Comte de Neuilly,Boissy (Louis de),10
1741-1742,Embarras du choix (L'),Boissy (Louis de),7
1745-1746,Folie du jour (La),Boissy (Louis de),10
1727-1728,Français à Londres (Le),Boissy (Louis de),19
1728-1729,Français à Londres (Le),Boissy (Louis de),2
1730-1731,Français à Londres (Le),Boissy (Louis de),3
1731-1732,Français à Londres (Le),Boissy (Louis de),3
1733-1734,Français à Londres (Le),Boissy (Louis de),6
1736-1737,Français à Londres (Le),Boissy (Louis de),7
1737-1738,Français à Londres (Le),Boissy (Louis de),4
1741-1742,Français à Londres (Le),Boissy (Louis de),7
1742-1743,Français à Londres (Le),Boissy (Louis de),2
1743-1744,Français à Londres (Le),Boissy (Louis de),2
1744-1745,Français à Londres (Le),Boissy (Louis de),7
1745-1746,Français à Londres (Le),Boissy (Louis de),3
1750-1751,Français à Londres (Le),Boissy (Louis de),3
1751-1752,Français à Londres (Le),Boissy (Louis de),5
1752-1753,Français à Londres (Le),Boissy (Louis de),11
1753-1754,Français à Londres (Le),Boissy (Louis de),4
1754-1755,Français à Londres (Le),Boissy (Louis de),7
1755-1756,Français à Londres (Le),Boissy (Louis de),3
1758-1759,Français à Londres (Le),Boissy (Louis de),10
1759-1760,Français à Londres (Le),Boissy (Louis de),8
1760-1761,Français à Londres (Le),Boissy (Louis de),5
1761-1762,Français à Londres (Le),Boissy (Louis de),5
1762-1763,Français à Londres (Le),Boissy (Louis de),4
1764-1765,Français à Londres (Le),Boissy (Louis de),5
1765-1766,Français à Londres (Le),Boissy (Louis de),4
1766-1767,Français à Londres (Le),Boissy (Louis de),4
1767-1768,Français à Londres (Le),Boissy (Louis de),2
1768-1769,Français à Londres (Le),Boissy (Louis de),2
1769-1770,Français à Londres (Le),Boissy (Louis de),8
1770-1771,Français à Londres (Le),Boissy (Louis de),2
1771-1772,Français à Londres (Le),Boissy (Louis de),4
1772-1773,Français à Londres (Le),Boissy (Louis de),4
1773-1774,Français à Londres (Le),Boissy (Louis de),3
1774-1775,Français à Londres (Le),Boissy (Louis de),5
1775-1776,Français à Londres (Le),Boissy (Louis de),4
1776-1777,Français à Londres (Le),Boissy (Louis de),3
1777-1778,Français à Londres (Le),Boissy (Louis de),4
1778-1779,Français à Londres (Le),Boissy (Louis de),1
1779-1780,Français à Londres (Le),Boissy (Louis de),2
